Tree_GlobalID,INSPID,INSP_GlobalID,Risk_GlobalID,Risk_Defect,Risk_DefectLocation,Risk_Failure,Risk_ImpactTarget,Risk_FailureImpact,Risk_FailureConsequence,RiskRating,MitigationRecommendation
F904ED5B-DEF5-4E14-92F4-820FAFDF8F5A,1812738,BFDBC214-648C-4173-B6CE-5CB5DDF39AC0,24B6403F-3045-4E8E-9456-CEEAD4996D6C,Dead Wood,Stem,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
966C6F98-FF4D-420E-9894-11B318DEB104,6444838,4608CA51-424C-4472-8224-0105B9621F81,FE10A0DE-ABC1-40ED-B8AD-40B9656CE34E,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
7B54BB6A-8871-4B8B-B157-109036AF37F8,8246163,3CF06196-E6F5-437C-889A-5235E6446A67,EDF645B3-624B-4B9C-A06A-175F49345E77,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
317EA870-C130-4CDB-A424-941A83BD09EA,11137704,BBDD3CF0-4D38-4223-B11F-FE9AFBA37E74,64CF8CAC-BCBC-4BE5-A135-78059217ECF9,Poor Tree Architecture,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),Removal 
3C118CF0-237E-4562-B557-70D59C6BFC2A,11067459,32E39019-6588-4FF4-9930-C085383CB20A,3D6C25C1-A733-4F86-A3F0-32F98D1B526B,Dead Wood,Stem,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),tree removal 
F964CDE0-B8A9-4B74-98AD-BDEF5568CEC5,6308159,0F6BBD86-D527-4686-9B51-0655BF09C34E,17940CF8-61A4-49BA-960C-526852D97316,Dead Wood,Stem,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
F5F7159B-F3DA-4CBB-8F5B-13D0F642F258,5966751,20564B4A-D114-4E23-BA15-C5DB27DAE76A,E70C6F5D-C3B1-4D6A-B79F-B398F4485984,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
D5A6A158-D8FB-40C4-A159-41EC1EFDFAF6,6396267,62AC1011-526D-4DA6-AAEF-111AB160FEB0,02ADB476-06D6-47FD-92B8-CB63FC63BB92,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
0AD2DA17-A7A2-491F-8209-2CE855DD565F,6589281,689B8758-0A72-49FE-91BC-7B542A0D4A02,9E244F5E-9C85-4227-A4EF-9EA3E4DD7DD0,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),PRUNE W BUCKET INSP POSS REMOVAL
398AF80B-4D90-44C0-9E24-81844ABEA99D,6940597,9541E5D6-2A28-498B-8E8A-A80BC6ADF263,90EB5F2E-F899-4D6E-9ACF-02F3DAB4E96E,Decay,Branches,Probable (3),Medium (3),Somewhat Likely (6),Severe (4),High (10),NULL
863E4ACD-5CCF-430A-B754-64009E4B2769,10856862,CF7E058C-ACF4-484C-A19A-E0C6F3CB6B99,D3393AF8-AF78-4475-B0DF-F63F0212FE29,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
7829B2EE-986F-478E-A059-AA32679230D7,10079506,C6A8BCB9-D4ED-4BEC-873C-6EEE217CD360,1140A58B-7FAC-467B-8ED9-074CB8788D68,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
2BB693B9-FA30-4F36-A8BF-16A38C216DC8,7474049,5C82D740-D479-4A75-A33F-9E0D10A9E938,AE51A36D-1978-4727-B2B1-C19DAA560480,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Minor (2),Low (8),NULL
9DC461A9-4A3C-4EF4-880E-00EA8A590F17,8021206,65E69C79-837D-49D9-A729-94B0333EF720,A46F5FD7-59BA-4FFF-8BEE-8E3E28718CC0,Dead Wood,Stem,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
E879DEBD-3F78-4BF2-9805-915C2099C855,8779582,5D4B3467-867B-49FB-B085-0EF3BA03327F,8E167B13-7942-4F9E-BD04-81F177EE197B,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),TARGET = VEHICLES 
E879DEBD-3F78-4BF2-9805-915C2099C855,8779581,95AAA892-A0D0-416C-A841-0965FC9E0FD1,0EA77697-B38F-4172-98B1-4150FF444449,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),TARGET = VEHICLES 
E837B248-BEEF-4BBE-B548-DDCFE1C85928,10126722,215A3099-B729-44C0-B805-D22526ABBE92,5A808E31-3E8A-4F89-88F3-52709F4E2E0A,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
1828E013-6C34-44EB-BF01-F3EC8B187454,5247111,93E23EEB-5B71-40D1-A48B-E694C62C7A66,5C7114A4-AE80-4350-9698-57D7D6091AAB,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Severe (4),High (10),NULL
2BF44D1A-4B96-42DB-872E-159E16E7FA49,6399904,0F1A6B8B-8E16-4E31-8CAC-5613456FFEAB,32625627-9B87-43A1-8E93-D8F2F5075828,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Severe (4),High (10),NULL
CDD2EF85-2C6A-49DE-A4FE-762B5EA9C81D,11136751,6A6BD088-EC4E-4A86-810D-B8C6CB6DD48A,5FC85B13-D05F-4C7D-BA20-228ADC5A52C6,Dead Wood,Stem,Imminent (4),Low (2),Somewhat Likely (6),Severe (4),High (10),NULL
9029BFB5-28EE-4568-8F21-875BE476A504,6175408,B0EFB5BB-871A-4658-B43E-DB9C9F86FDCC,3898C5CA-9167-43AE-9DC1-FA1FE3A49EFD,Decay,Stem,Possible (2),High (4),Somewhat Likely (6),Severe (4),High (10),MONITOR TREE
86D320DA-F89E-42AF-A142-3E5CAF3AA4A5,5610560,3FE3B6A2-C3AE-405B-B95B-8B2783373E65,258FFA23-E364-40A5-BBAE-3BC91C2CD895,Decay,Stem,Possible (2),High (4),Somewhat Likely (6),Severe (4),High (10),resistograph before final assessment
F4E4E896-8FAD-44DD-B548-69F1E2B87D23,11447166,6C5DB017-1E36-4822-BDB1-A4B095D3868B,2C06CEC7-BF77-4256-BDDF-DE2B6CF01AB1,Poor Tree Architecture,Stem,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),debris clean up
E638F381-9EDD-4119-B66B-B664CEED6842,8759013,17FCA734-9A23-4C5D-91E0-7EDA18633307,5474DB05-A37A-4D7E-98CD-361F0A6A8B8A,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
23EBC791-2E8B-4050-95ED-02627089672B,11068406,6FB5F864-EC55-4A70-8EE9-02D7FBB740A0,1BCC2CF6-30F0-4098-8367-6274BA90C5EE,Poor Tree Architecture,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
0741E388-5596-47E7-8084-2384C4271717,11769386,9124A5BE-8FC8-42A2-9CC4-7EEC497A472D,3603A072-F6D1-450C-B072-C7E28B223B03,Poor Tree Architecture,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
A29C4F50-0FD1-423B-A8CE-DEB3B329B12D,7545426,AFA91FFB-2DE9-412B-89CD-178721630959,49B18C4B-4F98-411B-A31F-0222006A2F50,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
E99C6E7E-5067-4A6E-A1FB-DB71D7E46040,5247102,E0C1CE93-1EEA-4A65-8461-91D68F9490C6,88486BA8-4B50-4AF5-99D4-8E80C4017FB7,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
B4E0618A-A38D-48EC-BFCF-85BE69356217,6623444,E3ADCD7A-8A32-49C1-8ECE-7E8C2CB3BDFA,A7012311-61F1-4C65-94EB-4B129064EE73,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
E3196C2A-E51A-4F2B-9E22-5FA6F440E4C4,7152308,E72E4A2C-27CB-4CA7-A839-5B951FD8E505,5CEEFDDE-5ADD-4760-981F-F07800BC9C99,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),L/D ON CURBSTRIP
29374FA8-3A1A-403A-840C-76A68B206817,5257430,3366547B-8294-48B1-B777-02F9BB10B1A1,73AA2034-02F3-4338-B25A-44984E28B462,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Negligible (1),Low (7),NULL
E33FB882-4086-46F0-935B-6A5CA8FE89C9,4502101,1D5CB312-0A20-45A5-AD36-356D1D7831FE,656BE6C5-27FB-4A53-A53D-5279DF45451E,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Negligible (1),Low (7),REMOVE H/L FROM STREET
73BFF132-E017-49DF-88E3-14AF76EE05F0,8691618,9D6C4B94-7049-4C0B-A456-1CD47D1FEC39,28CFEBC4-03B0-4C36-A56F-956AE3BC98A2,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
B29AB644-ACAB-4353-B955-47942A365B6B,9226962,FF62CE68-1ED9-48A4-AB0C-FB196C531A70,7024A847-0D81-4545-9C0E-CD0DDBD8B8DD,Poor Tree Architecture,Stem,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
E1BC0BCD-6DFA-472B-B290-F7C17ECAF1CF,8752786,3213993B-4B1A-4016-9CB2-338DCD7A6CED,0B2EA54D-5521-40BE-AFCA-7C64320FE167,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
B53A00B1-3C8B-4F82-BCB3-503F1DB7BCF0,8932685,9AEE86EA-3464-41F1-A0FB-27979C44E8C1,88C57BEF-3454-4E64-B625-FAEC94D7A902,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
4150EE79-4770-417D-A213-8525995B0558,8612778,870BEB29-1CBF-4D2E-B617-28380318F4C8,786BEE53-5C1D-4A8E-8D5C-2F17F106721C,Dead Wood,Stem,Imminent (4),Low (2),Somewhat Likely (6),Negligible (1),Low (7),Remove tree
521A1FE4-30EB-442A-96CB-7D0FC607B993,5891029,805F142D-3212-4AB8-A3A4-C892F108EED5,F9BF9556-6454-4670-A020-C984CE8CF6C2,Poor Tree Architecture,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
EEEAE7F2-C33B-473A-B4BB-39C8250AB0A4,8795833,FD2BBB09-4C7E-4A7C-9EAC-60DECEFE6369,DD99F7F3-C898-4102-AA33-AF8F8A64CEF6,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
47381596-2DA5-45E4-9448-084D7DE10024,9020153,B1F659F4-1517-41C9-803B-A96775F53871,A5657092-D7A2-46B0-99BB-50818DDA57B1,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
15BD9EEA-83DA-466D-8790-B771ED3EEE7F,8932695,E947BB92-A836-46B0-87D6-54B54D72C29C,053718DA-A984-4378-B465-F1A3D6B01CF1,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
0927F25E-D47D-40B1-BFE4-4A188C867406,8979723,91BAC95B-0CFE-446D-A9AF-C019B41050E5,E26A2E29-6A6A-4362-9E37-854C6FF5BAD6,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Negligible (1),Low (7),NULL
7978B557-C474-47DF-B530-73BA41920EDD,5860747,2C15DC09-6E77-485B-8004-45533569FAFE,35A9C3F4-DE4D-4F8E-9858-5C6C6775223E,Dead Wood,Roots,Possible (2),Low (2),Unlikely (4),Significant (3),Low (7),NULL
295DF1FA-508A-48F2-9F3A-7BFED994F294,6070619,1F22E67B-A942-4506-8592-56B69EE5FC29,5E0791F6-C5CE-40E5-B350-344602D03D57,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Significant (3),Low (7),NULL
D0A5173C-4FB1-4693-9F7B-636383C49958,5864609,E4E6968E-41CF-4352-9FE9-55F31A990093,E00B8C42-BDF9-4E01-8A86-3A79EF4B3BB4,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Negligible (1),Low (5),NULL
93909958-A625-4D5C-8DAF-35BF70FD3038,5923889,BCD154BF-FD3D-42D9-ADD2-59BCDBF531AE,A1C987DB-9EBD-4EA6-8849-7546DB7B8BE6,Dead Wood,Stem,Possible (2),Low (2),Unlikely (4),Significant (3),Low (7),Remove tree - uprooted
E38A5A57-8A3A-4B19-8065-D8E45E10E3E1,6925712,4F5B17E9-061A-497C-80D0-E7E48F00EAE4,A0D82ADA-CF29-4247-81A2-155A7730C974,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Negligible (1),Low (5),NULL
FFF5E4B4-A9B4-4673-A1AC-95D0F2EFA027,6707390,A5757915-2F61-4646-A4E4-3DDE43A5DAED,A031F7DD-A831-43EE-9F23-59C1C416CC96,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Significant (3),Low (7),NULL
2BEB79B0-372D-40D4-8CF0-D7E4310D94B0,7365407,3D8974AC-770D-41EA-9BEB-EA3A292E9256,8571BEAD-CEBE-4FAC-BF44-C46B2FD268D9,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Negligible (1),Low (5),PRUNE DEADWOOD
E79AFA25-216E-47FB-856B-90B73F81E96C,7795297,FBBFF33B-EE63-4AEB-8B9B-E508546C82D6,6BB5D5F3-1F30-4E8B-B580-C24A2E03D7A9,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Negligible (1),Low (5),NULL
0C7AC3E1-C4C3-4BB7-8464-F275D85BD161,7673039,F11257DF-0177-4638-AC3A-532958C92B2C,6F7B3F8E-8145-49FA-A853-933D0A4E517E,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
01A65B56-DAFD-4C75-887E-C4CA602CE5EB,8778707,6EC033E2-5E53-4C1E-B6F8-733725B17A7A,F5898F87-38EC-4700-963C-B4B04F7D83AD,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
DF5F635D-0DCF-4666-96D5-C4262604CFF5,1821790,7C8D735A-6F62-45A9-BE35-E04CCD8FE106,76B471DB-FB4B-4DAD-81DD-F47D9364CABE,Poor Tree Architecture,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
DF5F635D-0DCF-4666-96D5-C4262604CFF5,1821787,06888DC2-4DA9-43AD-BAA0-95B583637920,EF7A1D58-A905-4CB8-9D1B-FC1D88D0ADD7,Poor Tree Architecture,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
168015D8-E3E1-4C0C-8879-3F9D42E6AE92,8712796,B5C22254-62E3-4943-B4B3-DB597D2CE5C2,15FF4142-2D80-4B55-8037-A41A41E0A871,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
D5AD4F19-FFFD-494B-92CD-87243693F072,6668160,3A648205-E52F-42EB-8573-96B2F9860E8D,D3A381C6-8C41-41C9-B729-0A1002913717,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
168015D8-E3E1-4C0C-8879-3F9D42E6AE92,8712795,E0FD1DBD-337C-47E2-A900-B4C8A92D4D77,CB82C7B1-6CBF-4309-AEFF-D435192A83EE,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),Remove tree 
168015D8-E3E1-4C0C-8879-3F9D42E6AE92,8712795,E0FD1DBD-337C-47E2-A900-B4C8A92D4D77,423DEB8C-DBFD-4996-A962-07F2521E275D,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),Remove tree 
B8843939-1BC8-4604-BF6A-BF63FC5992F9,11635392,F374DDE3-ACB7-40ED-A69D-3CD2653B1CE1,54A55E9E-67BF-4908-A7FB-6EB6AF2FBF85,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
09A51FF1-D824-4F78-BC47-2E08299051E5,5333457,466546D6-E2D3-46A8-B515-564052444B36,D7A03FCE-DBF3-4650-9B61-5797DA608663,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
3DEDABA8-A600-4054-9FED-12ED4E63E2AD,5778580,001CA9C9-B001-4C98-AF93-134612C32D11,9344EF2D-FEF3-4431-AD54-B12E06660436,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
BA362213-D554-4835-B786-D08E63CB54B9,5769068,315C314C-21C9-48DA-AA42-9171643361C0,AD313C24-7C63-4641-8527-2140082E4B1F,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
38829124-30A2-44F5-87A7-0EC256696231,5801316,03C2C9C8-E144-413F-9160-0DAE86C04CB2,9F8827A9-C0E9-4721-8E20-E87E028D3E47,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
F964CDE0-B8A9-4B74-98AD-BDEF5568CEC5,5293356,CDCF98FE-BBD5-42ED-BBEA-814575F36E9B,6B7EC186-6AF1-421B-9199-BE839F6222AD,Dead Wood,Branches,Imminent (4),Low (2),Somewhat Likely (6),Minor (2),Low (8),NULL
4D22779E-FBF7-403D-B452-1D8842922A44,6072420,C1A47168-F7DD-42EA-8E4C-65FB29F0465E,B85E2F71-E125-4CD2-889B-632A27E178B4,Poor Tree Architecture,Stem,Possible (2),Low (2),Unlikely (4),Minor (2),Low (6),correctional prune
27050604-D734-41B9-B847-A170C8C976A9,5792280,FD2B19FA-DFEA-4016-90A9-A4EBD6993C3A,21DE319E-523C-4228-8B17-7D5DA5F6CFA0,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Minor (2),Low (6),NULL
8F7D35C2-25DD-4334-866D-437A4AF4C318,5824011,5C0C5404-C720-4EDE-921A-89E465468C9D,65081A62-B0E7-4B9A-A33D-5C75CAD8AD93,Dead Wood,Branches,Possible (2),Low (2),Unlikely (4),Minor (2),Low (6),routine prune
CEEA9C34-6383-4322-A7EC-E227FB22AD52,8591817,30DFC9EF-FA3E-4768-91DD-C427E5AD3D2B,320CD56A-13BC-4CDE-8338-F5F98EA7447D,Dead Wood,Branches,Possible (2),High (4),Somewhat Likely (6),Minor (2),Low (8),NULL
9640C4D4-7809-4C3F-AB34-C2D12369B9FC,10523330,2E5EFF4C-EDBE-4F55-A1F1-F77682E5486A,D9A4F2E8-388A-4406-850E-5CCF31351517,Poor Tree Architecture,Stem,Improbable (1),Very Low (1),Unlikely (2),Significant (3),Low (5),NULL
07FF1FBF-40FC-4E38-821B-7C75A6E4C798,9160415,6BB629C7-41B2-4145-B45C-B3F4DE6644CD,9F74A9B1-0540-4008-865C-2812159FE5F2,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
65CAD20E-9622-458C-85F9-C4B88465BE64,7569721,EED39226-03E6-4849-AF20-966A36D28F92,563D6E24-5F10-4220-B7EB-5D0C8D2F6931,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
47725756-C562-4034-98FD-D180E3B75539,8737125,94315F2F-C107-40C9-B856-040568E6BB7E,5388C14D-0C3A-4F8A-85EC-ABEC68F71F5A,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
9157F196-B788-4CBD-9CF8-8F975A5A7BEB,1904207,A72F6D52-000A-413D-B50E-30A6569D4E8B,2A120BDE-7D86-4976-8D8A-2A0587E64722,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
A33AA9CC-5C81-4EC7-B20A-31FF9F98E80A,8732458,7BF6FA05-FF61-40B8-8B62-87AC88F5E4D2,FA80B7D7-8A21-4646-845D-34816F9C2EEE,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
331FE341-9350-4229-96FA-F59197A9CF7C,9700179,85CAC7C2-2772-4945-929D-6207F57B74B4,481D8EF3-7714-484F-89DE-6279BA4FF7CD,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),Target=car 
A613A674-8907-405A-B865-5F7F3B1E1A4A,6504547,B3DABE0D-282F-4AA2-B586-D42A1C7547DB,BF67F61E-CAE8-4F6E-9F47-AF0BA63BD7BD,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
9D35D922-DD0D-4D41-A485-BA145C9E2EBF,6635814,6130C628-4C18-4013-B755-75603A03202F,54D170FE-35EE-4CAB-9438-7BB025BB382A,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
23177D47-56F7-4316-9D94-216109E8E1CB,6679250,E4E7132A-045A-4B37-9EDA-FAF5BF2F80C6,3C68E163-3432-405A-B3F8-A536EF8E14AE,Weak Branch Unions,Branches,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
D0295D45-E701-4053-8A31-6FEB75509B57,7124331,70208AA1-9DD9-4466-AEEA-11D57BB6FC9A,D874DB16-9090-4E04-AF8F-22C3B1DA6235,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
44F67066-3642-4452-8C7B-ABF6DEB2CD57,8653001,09EFD0F9-5CC6-4C4E-BD2A-AF03173832E8,0F16A9EE-D33E-4477-B463-784A2B2B26BC,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
DF7D8CFA-7BC1-4C1B-A88A-CCAD061A41A8,9075451,EA5C3792-E1FC-4EF0-BEB4-CD3570330416,58816A3E-F33D-4C09-A17F-8F452FD9931D,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
F5039B32-8ECB-4407-97CC-AB0B33B5C415,7330720,543C7876-B3BB-481A-B8D1-C4A0A52B1A06,4921DF68-E0E4-4795-8D81-E0D81419DC28,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
6003B9E8-A122-4DE7-BE64-E0C909D3E47A,7506446,E3A98D96-5877-4669-80FB-2B0FFA81025F,1DE18446-8B62-4A36-93A4-DD4281D957F9,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
11478AA7-AA15-44B7-8E44-39BB0678979B,7625643,BCF7126D-8FC5-4121-9D5C-60A67FA2CEA1,665166B2-B67A-4715-92CE-C5880FFABD8A,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
9885A408-AD1C-4E35-BFB3-2123BEAE75EE,8008015,EC613FEF-4CA5-4BD1-BC1B-55EBE8D6E5D3,A0D04F98-6647-439B-934A-1C8DB1B4F180,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
9029BFB5-28EE-4568-8F21-875BE476A504,8943206,9B3BA465-8E7F-4AF2-9A93-5319AA418591,A1158313-C6EC-483D-9E2E-851A77A6D638,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
23177D47-56F7-4316-9D94-216109E8E1CB,9538051,553E7516-5F13-4C98-87FF-B70212161564,6EFB54E4-22E6-4A2C-9CC4-3ED3F37B2E6F,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
6DA4339B-EF2F-4F36-BE7B-9B6EE334EC2B,10951685,D9785980-1B07-4745-9874-0B141629B283,FA20BCB7-49DC-4F23-BF2C-D06DB67FAA1F,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
58463472-0826-4B15-990F-FB1860851D8F,9868282,653B879E-FE08-464C-8869-61E8320B542A,C80E4F11-0203-4253-A66F-91373EA963F6,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
4FDA532B-966B-4662-9D22-5AC340596301,9988817,FD5D24A1-3936-490A-B49E-3F0F8C704266,DA1EEC92-01E9-47EB-AD6D-5BF2FDCC30D3,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
88D9D143-929D-4172-97DF-A756C7D34EA4,10475163,D2934177-6412-4313-AE74-BF12936BBD02,4F2B6E09-217D-402D-9EB9-46E5D09ACBFD,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),Review block Pruning contract. 
DFAD8467-6CA8-4796-B2E5-A39EC88496D0,8609049,D165D29B-AF2E-43E7-9059-D5D14E2648CF,5083ACA0-31D2-4E72-A281-8337BFAFC854,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
47C595F5-7FF2-44B1-9B4F-18B69D8792EB,9020046,920FCEEE-B8D0-467C-BD9B-0640FA2369C0,DD9542DF-A187-4145-926D-888F79ECDA63,No Visible Defect,Entire Tree,Improbable (1),Very Low (1),Unlikely (2),Negligible (1),Low (3),NULL
7A9E4E8D-7BFB-421A-BC07-4BD5835BEE89,8195635,1D85B04C-42B4-4E66-B9D4-71C9BBFCCD78,C56B4A03-465D-4299-BA95-814B29460C45,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
02AFE2AB-4D9A-43FB-B7C9-74632CA66D91,1783909,CF02458A-9096-49CB-BDBA-87601E03DF83,DDE58F54-1B3F-4A18-A4D5-AA7B008FD29D,Dead Wood,Branches,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
3E7F63D8-6BB7-47C0-92DC-53CC406E541B,6158623,F5080BEC-F785-4BFB-A898-384D50EFEAE1,2D82B3F4-6D2E-4337-808B-EC74EAAC210D,Dead Wood,Branches,Improbable (1),Medium (3),Unlikely (4),Negligible (1),Low (5),NULL
C75FCC42-1AF5-475D-A515-EC23B3B27EA6,6411536,8B642E29-1A95-4497-8F17-089B483215E9,C6F767C0-A6AA-482A-B7F7-EDF670BE1A88,Poor Tree Architecture,Branches,Improbable (1),Medium (3),Unlikely (4),Negligible (1),Low (5),NULL
FE748AB2-57C0-4673-88AE-7ABC57C9249C,7411600,F4BE155C-DA0B-4A41-9D0D-F31DD49AF2AF,9AAB5897-601C-4A9E-9292-27317942552B,Root Problems,Roots,Probable (3),Medium (3),Somewhat Likely (6),Negligible (1),Low (7),NULL
7E3B46AC-875F-44E5-BCAB-B7B62CF8E38F,7584738,F1317465-96EF-4E78-8F50-69B095397AE8,C21C18B9-90D8-4517-BE5D-153E0C4C01A1,Decay,Stem,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
23EBC791-2E8B-4050-95ED-02627089672B,11068280,17B4709C-6BF1-402C-AA98-A468A2F536B5,C3A0D828-994F-4468-89EC-289E203225BC,Cracks,Branch Union,Probable (3),Medium (3),Somewhat Likely (6),Significant (3),Moderate (9),NULL
